Agent Type,Weighted Average Score,Average Execution Time,Average Output Tokens
simple_reflex,1.0,0.8313554839084023,3.6842105263157894
model_based_reflex,0.44960144927536233,17.537684658299323,247.08695652173913
goal_based,0.7690476190476191,7.224107172754076,343.6666666666667
utility_based,0.5833333333333334,1.1662544409434001,21.6
learning,0.8778384150197629,181.41285274028778,8949.9
